CustomerID,Age,Tenure,MonthlyCharges,TotalCharges,Churn,Gender_Male,Service_Internet_Fiber optic,Service_Phone_Yes,Service_TV_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card,PaymentMethod_Electronic check,PaymentMethod_Mailed check,StreamingMovies_Yes,StreamingMusic_Yes,OnlineSecurity_Yes,TechSupport_Yes
baa44ba7-05bc-4df9-b643-cc4bd7bdc496,0.7792627541931973,-0.4518443156628969,0.5713928564240816,-0.10289291294445374,No,True,True,True,True,False,False,False,False,True,True,False,True,False
cf0f3b20-e221-4964-abad-9a1a515c1770,-1.6973636847681057,-1.2322258028277702,1.2776434450246392,-0.7314295026395352,Yes,True,True,False,True,False,False,True,False,False,False,False,False,True
ef5fcbe6-84ef-4e7a-91d9-6339c0c71fad,-0.39025528642741797,0.0846679567629535,0.8148029430068783,0.5648716809477059,No,False,False,True,False,False,False,False,True,False,False,True,False,False
b83a5822-4ce7-4ce4-8e23-66cda0ddfa9f,0.4352868598930164,0.3285371715019764,1.0772653710495974,1.0038816240256276,No,False,True,True,False,False,False,False,False,False,True,True,False,False
5757e8b5-2194-4523-9651-4a928ae49f4b,-1.0094118961677438,-0.8420350592453335,0.9018524341599705,-0.3748978616181858,No,False,True,False,True,True,False,False,True,False,False,True,False,True
6d81c585-d94f-426d-82da-f012e2aa5837,-0.32146010756738175,1.3527878734058725,1.5512744870266226,2.5950206574139254,No,False,False,False,True,False,False,True,False,False,False,True,False,False
6491c629-a086-4dce-b96d-51d0ef9e672e,1.1920338273534146,-1.476095017566793,0.8243291137368395,-1.0491640994990652,Yes,False,True,True,True,False,True,False,True,False,True,False,False,False
41347538-6a05-4424-a07e-6841409bb249,-0.11507457098727318,0.47485870034539013,-0.9744747109964879,-0.352924220314248,No,False,False,False,True,False,False,True,False,False,True,True,True,False
96fc0d97-77b2-4e53-9d7d-e79d0e629b83,0.02251578673279922,0.2797633285541718,0.9353582760377642,0.8575946342794367,No,True,True,True,False,False,False,False,False,True,True,True,True,True
b2718b43-0ef8-4955-af40-9951cb4bba8f,0.02251578673279922,1.401561716353677,-0.6068959162783372,0.45010861970655897,No,True,True,False,False,False,False,False,True,False,True,True,False,False
b8f92096-6c62-4737-9eaa-eb2ec85c341a,1.0544434696333422,1.1089186586668496,1.6061320908853638,2.3880826933228825,No,False,False,True,False,False,False,False,False,True,True,True,True,False
503651fc-b5e5-42fd-a046-877d897dfb69,0.09131096559283541,0.7675017580322177,-0.42754111563838154,0.23237803300412685,No,False,True,True,True,False,False,False,False,False,True,True,True,True
3476d401-cf6b-4ac1-9a2d-4227593dbd62,-0.734231180727599,0.5236325432931948,3.3279053281643516,-0.12513789945577664,No,True,True,False,True,False,False,False,False,False,False,True,False,True
46a35781-1cb4-429b-b553-b85916fce652,-0.8030263595876351,-1.4273211746189884,-0.8792130036968777,-1.199675561689645,No,True,True,True,False,True,False,False,True,False,False,True,True,False
879b0673-f23d-461b-9cfc-053ad9c351e8,1.3984193639335232,-1.2322258028277702,0.49813988839713985,-0.8605153344352101,Yes,True,True,False,False,False,False,False,False,True,True,False,False,False
bf5a87cb-7b7d-459d-a372-7936530e2b1d,1.673600079373668,1.2064663445624588,-1.3062482433158196,-0.34730577837309595,No,False,True,True,False,False,False,False,True,False,True,True,True,False
973180ed-fff5-47ed-aaef-c22623ac0f1b,1.1920338273534146,1.547883245197091,1.467509882332138,2.5950206574139254,No,False,True,False,True,True,False,True,False,False,False,False,False,False
58b307bd-9204-4e16-8f66-e29ef2a72260,1.7423952582337041,-0.5493920015585061,-0.6982157598276186,-0.6938561721580803,No,False,True,False,True,False,False,False,True,False,False,True,True,True
3eec98ad-f31e-4ab4-bcf7-a04bb6b12090,0.02251578673279922,-1.1834519598799655,-0.6946023847231506,-1.0541281206459354,No,True,False,True,True,False,False,False,False,False,True,True,False,False
adc22f7f-8ded-4752-bdb5-17962b0b00ce,0.7104675753331612,-0.5006181586107015,-1.5135245788539369,-1.02364168852207,No,True,True,False,True,False,False,False,True,False,True,True,True,False
51659a9b-e55d-496a-90c5-27dfbc394cf1,1.673600079373668,-1.1834519598799655,-0.8568757757783485,-1.0737926674399678,No,False,True,True,True,False,False,False,True,False,False,True,False,False
99e16c7b-c995-4fab-ac08-3575571f87bc,-1.3533877904679248,0.3285371715019764,-0.28859041843929517,0.05593448177834283,No,False,True,False,False,True,False,True,False,False,True,True,False,True
8282b377-1276-4472-ba8e-a352ee13aae0,-0.39025528642741797,0.718727915084413,-0.450863809494493,2.5950206574139254,No,True,True,True,True,False,False,False,True,False,True,True,True,False
620e28f8-00ec-4b30-9d25-ea297cb702ed,-1.2157974327478525,0.03589411381514891,-0.768183841395953,-0.43080561532805944,No,True,True,False,True,False,True,False,True,False,True,True,True,False
a0278ed3-8bfe-4532-bd5c-6389c9bec207,0.8480579330532336,0.47485870034539013,-1.531262965730416,-0.7584682544813297,No,True,True,True,False,False,True,False,True,False,True,False,True,False
33301cf8-3182-42c4-a255-5e6c5f3bbc61,-0.5966408230075265,0.8162756009800222,-0.6775209751383929,0.05221545628888714,No,True,True,True,True,False,False,False,False,True,True,True,False,False
f813f953-0f1a-4630-b405-5fe40e484474,-1.5597733270480334,-1.134678116932161,0.8916692861382879,-0.6808528841806412,No,False,True,True,False,False,True,False,False,False,True,False,False,True
75677f11-7b36-4142-955c-a956d7a8cc8d,-0.11507457098727318,0.8650494439278268,-0.22354966655887162,0.4711671359973545,No,True,True,True,True,False,False,False,True,False,False,False,True,False
e4add2cd-866c-44af-9a9c-1cd3c6187d4e,-0.8718215384476714,1.0113709727712406,-0.709712862432744,0.12901147047315756,No,True,True,False,True,False,False,False,False,False,False,False,False,False
a40f7aff-c09e-43ba-9e32-941210fb4df5,1.6048049005136318,-1.5736427034624023,-0.6637244520122426,-1.25335402830355,No,True,True,True,False,False,False,False,True,False,False,True,False,False
3e48da8d-ac6d-473d-a1fe-900b7196f861,-1.2157974327478525,0.6211802291888039,0.15618320805612576,0.611984657641742,No,False,True,True,False,False,False,True,False,False,True,False,True,True
f5c64c1f-a0c4-4b04-ad56-2068775cf28e,-0.04627939212723698,-1.4273211746189884,-0.6719366681587607,-1.1678643264944286,No,False,False,True,True,True,False,True,False,False,True,True,False,True
e1aba49f-ebaf-4f34-9d2e-9765178d747c,0.02251578673279922,-1.2322258028277702,0.40714853349371927,-0.872321511203597,Yes,True,True,True,False,False,False,True,False,False,False,True,False,True
84cd4ba7-d687-484b-a365-329169802a5a,-0.4590504652874542,0.8650494439278268,1.5854373061961382,2.0571692321752524,No,True,True,True,True,False,True,True,False,False,False,True,False,False
7ca49fa4-1846-4f56-a5a1-e8c67b77229c,0.09131096559283541,0.42608485739758556,-1.5296205225011121,-0.7921682651397176,No,True,False,False,True,True,False,False,True,False,True,False,True,True
4e3c646d-e891-41b1-88f8-38e9dcc81da9,1.3984193639335232,-0.6469396874541152,-1.1107974990286886,-0.9186576957353147,No,False,False,False,True,False,False,False,True,False,True,True,True,False
91468da0-391d-4369-897e-06543db0ba69,-1.3533877904679248,-0.40307047271509233,-1.0766346798591733,-0.7955254970193265,No,False,True,True,True,True,False,False,False,False,True,False,True,False
88298517-dcdf-4ef8-8854-27e8eeaae6ec,0.02251578673279922,1.0113709727712406,-0.19628510895243176,0.6063821771833772,No,False,True,True,False,False,True,False,True,False,True,True,False,True
1ac28457-bc7d-469a-be10-335f0fa3c8af,-1.2845926116078885,-0.5006181586107015,-1.5289635452093908,-1.0196992022735911,No,True,True,True,False,False,False,False,True,False,True,False,False,True
027e85cc-3f3f-42e5-b009-9c0d53c4c193,1.3984193639335232,-0.5493920015585061,-0.09642456061077131,-0.46429812671021153,No,False,False,True,False,False,False,False,True,False,False,False,True,False
8211749c-1420-4003-ab84-d9b69e678eed,0.5728772176130889,0.8650494439278268,1.386373186804539,1.8746549969960076,No,True,False,True,False,False,False,False,False,True,True,False,True,True
201ff65e-254c-4306-b048-b8b11ade1875,-0.8718215384476714,-0.3542966297672877,-1.626853161675887,-1.029270771451747,No,True,True,False,True,False,False,False,False,True,False,True,True,False
638c1901-a0b8-4572-9a4b-04d2d2b74f27,-0.6654360018675628,-0.012879729132655667,-0.46630277584994706,-0.2830608101539559,No,True,True,True,False,False,False,False,True,False,False,False,False,True
e5eeaa3f-2f42-4352-8824-436a047d8acf,0.641672396473125,-1.0859042739843565,0.834512261758522,-0.6533672108208004,No,False,False,False,False,False,False,False,True,False,True,False,True,False
1fed8d93-e286-4ef2-854f-45be9b4f885f,1.6048049005136318,-0.061653572080460246,-1.1574428867409114,-0.7032096010714757,No,True,True,True,False,True,False,False,False,False,False,True,False,True
9fe25f05-f566-4112-bbee-65854cee0df7,0.9168531119132698,-0.30552278681948314,-1.4100506554078085,-0.9203496129107753,No,False,True,True,False,True,False,False,True,False,False,True,False,False
6257a2d6-2fb4-4a72-a2ed-27005061f983,-1.5597733270480334,-0.9395827451409426,0.40714853349371927,-0.6022532224413985,No,False,False,True,False,False,False,True,False,False,True,False,False,False
96cdf9b9-b0ae-4ae8-b190-36ac60a6895d,-1.6973636847681057,1.4991094022492863,-1.6321089800096584,-0.6075205117612286,No,True,False,True,True,False,False,False,True,False,True,True,False,False
eb096f7d-0a56-4a48-afc6-43eebcb26715,-1.4221829693279608,-0.30552278681948314,0.9688641179155585,0.23437853884680993,No,True,False,True,False,False,False,False,False,False,False,False,True,True
13641684-9e1b-4303-a72f-b389cbce798f,1.0544434696333422,0.42608485739758556,-1.4451989405149062,-0.7142655881488564,No,False,True,False,False,False,False,False,False,True,False,True,False,False
eec5ba6b-134c-4ad9-aebe-68462a4290f8,-1.5597733270480334,0.718727915084413,0.0576366142979084,0.6055681415612217,No,True,True,True,False,False,False,False,True,False,False,False,False,True
98634576-8797-4455-bacf-6bc669f301ac,0.1601061444528716,0.5236325432931948,0.7661866234194914,0.9957678702753842,No,False,True,False,True,False,True,False,False,True,True,True,False,False
83f91e31-8b22-494a-a7d7-cb58c4da64f2,-0.5966408230075265,0.8162756009800222,-0.8700153216127774,-0.10728232071097883,No,True,True,True,True,False,False,False,False,True,True,True,True,False
b779d796-3a0f-4681-aa0c-64c2eabfd21d,-0.04627939212723698,1.3527878734058725,-1.324972096129881,-0.3286680869717173,No,False,True,True,False,False,False,True,False,False,True,True,True,True
741e18d4-4d99-4a28-9b62-15ce5a034d2e,1.1920338273534146,0.0846679567629535,-1.0881317824642984,-0.5983000952043946,No,False,True,True,True,False,False,False,False,False,True,False,False,True
9d4e2935-ab03-4651-bdfb-95c96cae35e3,0.5040820387530526,1.3527878734058725,1.1426346115758814,2.2284891474262922,No,False,True,True,False,False,True,False,True,False,False,True,False,True
d0600be2-a69e-4b21-a1c4-77bb1cd771e5,-1.1470022538878162,-1.4273211746189884,0.6535150178892627,-1.018422283650602,Yes,False,False,True,True,True,False,False,True,False,False,False,False,True
2f03382b-77d0-4119-b9d0-fbb26b1d0c1a,0.641672396473125,-0.6957135304019197,-1.0142218371456355,-0.8942632295419601,No,True,True,True,True,False,False,False,True,False,False,False,False,False
5abb4990-80eb-4b3f-b619-6c435a99df09,-0.8718215384476714,0.23098948560636723,0.6873493484129173,0.6427690374443048,No,True,True,True,True,False,False,False,True,False,False,True,False,True
281e90c9-68b6-4c49-a198-95f061a33e8a,0.297696502172944,-1.2809996457755748,0.662712699973363,-0.8691877400830114,Yes,False,True,True,True,False,False,False,False,True,False,True,True,False
e4a8f175-f9fb-4ef0-a160-3c39397b86bc,1.4672145427935595,1.0113709727712406,1.6123733751567175,2.2744316153825883,No,False,True,True,True,False,False,True,False,False,False,True,False,True
387a18dd-9ce0-4b6c-b609-05a7b60a8380,-0.8030263595876351,-1.4273211746189884,-0.3785963074051338,-1.1408841000895211,No,True,False,True,True,False,True,False,False,True,False,True,False,False
cd9d67eb-7849-4f86-8659-60d6938226f6,-1.2845926116078885,0.6699540721366085,1.1761404534536752,1.4717658894658903,No,True,True,True,True,True,False,False,False,False,True,True,False,True
a8656a22-0901-4064-9e4b-b6dd9763223f,-0.8718215384476714,0.7675017580322177,-0.19858452947345662,0.41191279139639697,No,True,True,False,True,True,False,False,False,False,False,False,False,True
cc73d943-473d-4cb9-bb27-e392ddca8697,-0.2526649287073456,-0.1592012579760694,1.2842132179418537,0.5629616235074849,No,True,True,True,True,False,False,True,False,False,True,False,True,False
f2c1166b-e5b8-4fc4-84fc-20680cc14d08,0.9168531119132698,-1.719964232305816,-1.3640622449873072,-1.3402430201036974,No,True,True,False,True,False,False,False,True,False,True,True,True,False
a9a05c49-232f-45fc-8a1b-2331b55c8aaa,-0.39025528642741797,0.8162756009800222,-1.0891172484018807,-0.29726652983470986,No,True,True,True,True,False,True,False,False,False,True,False,False,False
aefbb0c0-b0d9-4766-8e40-fec29a4f0516,-0.734231180727599,1.1576925016146542,1.1271956452204275,1.9872792195436475,No,False,True,False,False,False,False,True,False,False,True,False,True,False
3b24b245-2289-45ab-92ea-c9b30af15fcc,1.2608290062134508,-0.11042741502826482,1.0263496309411853,0.4840374116182324,No,True,True,True,True,False,True,False,True,False,False,False,False,False
fd331740-fac6-4e84-88f2-06742c9c0030,-0.5966408230075265,-1.5736427034624023,-0.6617535201370782,-1.2541680639257058,No,True,True,False,True,False,False,False,True,False,True,False,False,False
3a46e4ed-ce41-42b3-af5f-c4627e92bdc7,0.02251578673279922,-0.9395827451409426,0.29546239390107326,-0.6363575906637328,No,False,True,True,False,False,False,True,False,False,False,False,True,True
b715a4ba-26ca-4861-9368-1524a72e077e,-0.1838697498473094,-1.5736427034624023,-0.40783179688673804,-1.2249585504248297,No,True,True,False,True,True,False,False,False,False,True,True,False,True
ecee093d-dd91-4594-9e9c-0f678c8d6a13,-0.04627939212723698,0.3285371715019764,-1.6311235140720761,-0.8758277169225548,No,True,True,True,False,False,False,False,True,False,True,False,True,False
208ce1fb-eb53-4771-81cc-26afa5d0e012,-0.11507457098727318,-1.5736427034624023,-1.5792223080260817,-1.31616778356609,No,True,True,True,False,False,False,False,False,True,True,False,False,False
e2020c38-7079-4e0d-b9af-a2d4ec6c62d3,1.2608290062134508,-1.719964232305816,-1.4865885098933573,-1.3476065841629346,No,True,False,True,True,False,False,False,False,True,False,True,True,False
27dc3c79-dde8-484b-9e93-d93e17995c8d,0.985648290773306,1.6942047740405046,0.2865932004628333,1.6464909210449017,No,True,False,True,True,True,False,False,False,True,False,True,False,True
b7deaab8-8d3b-4913-87c4-53e33ac53d50,0.1601061444528716,0.6699540721366085,-0.7478175453525879,-0.09342775365154692,No,False,True,True,True,False,False,False,True,False,True,True,False,False
c9e5916a-6ec4-440e-af82-84448615e022,-0.8030263595876351,1.2064663445624588,-1.1922626832021483,-0.24786574060781838,No,True,True,True,True,False,False,False,True,False,True,True,False,False
4b5267df-ec39-4a15-b86e-ece720967f47,1.2608290062134508,-0.061653572080460246,1.4264488015995476,0.7679815494169127,No,False,True,True,True,True,False,False,False,False,False,True,False,False
a98e626c-377a-4344-a65f-fd908b8717de,-1.766158863628142,-1.3785473316711838,-1.266501117166672,-1.2170788984221343,No,False,True,False,True,False,False,False,False,False,True,False,False,True
83e61b84-e4bd-4ab0-a280-6d639f282e89,-0.11507457098727318,-0.5981658445063106,0.5490556285055526,-0.2414545450215604,No,True,False,True,False,False,True,True,False,False,True,False,False,False
55909f8c-ffc4-448b-a567-b0efb4fbca5b,-1.3533877904679248,-0.012879729132655667,1.2723876266908678,0.7318553933748457,No,False,True,False,True,False,False,False,True,False,True,True,False,False
f1e829c9-eb31-4196-b279-86c0035ce076,-1.2157974327478525,0.6699540721366085,-1.126893442675864,-0.39006659076044414,No,True,True,True,True,True,False,True,False,False,True,True,False,False
def5d28f-f593-437e-b61c-0b86ca5393f9,0.02251578673279922,0.3285371715019764,-0.9596927219327553,-0.4097630605200513,No,False,True,True,False,False,False,False,True,False,True,False,False,False
067a8b44-349b-475e-b9c9-26c556215977,-1.766158863628142,-0.4518443156628969,3.3279053281643516,-0.24726452475616095,No,False,True,False,True,True,False,False,False,True,True,True,True,False
e655eb25-b06b-4063-9390-9af6809e42d2,1.1920338273534146,-0.207975100923874,0.0050784309601926685,-0.155145487096021,No,True,True,False,True,True,False,True,False,False,False,True,False,True
0b264f5f-8236-4b4e-89cf-1264f1c43cd6,-1.2845926116078885,-0.8908089021931381,0.04646800033864366,-0.6699458709426092,No,True,False,False,True,False,True,False,False,True,False,False,True,False
67ead613-3ad2-4f5a-bc3c-cefcf4282e9f,-0.1838697498473094,-0.40307047271509233,0.15716867399370796,-0.2412417252510622,No,True,True,True,True,False,False,False,True,False,False,True,True,False
2915331f-7afd-41ed-80f9-7a2a1fdc5c30,-1.07820707502778,-0.3542966297672877,1.455355802435291,0.42670376544602107,No,True,False,True,False,False,False,False,True,False,False,True,True,True
dab3fe5c-a24a-4153-814f-9ebf6130ba82,1.673600079373668,-0.9883565880887473,-1.4882309531226612,-1.143831653910921,No,True,True,True,True,True,False,False,False,True,False,True,True,True
dd452761-8b48-4fe6-a3c5-85bc036e7f28,-0.6654360018675628,0.5236325432931948,0.8328698185292185,1.0438066129710872,No,False,True,True,True,False,False,False,False,False,False,False,False,False
8dc63270-6327-4a01-80b1-bddd40c408dd,-1.2845926116078885,1.1089186586668496,-0.9012217429695464,-0.004224346847231883,No,False,True,True,True,False,False,True,False,False,False,False,True,False
b4aff24a-3e7b-4f55-8719-780c1269c2de,0.5728772176130889,-0.25674894387167857,-0.43739577501420346,-0.40999184177333675,No,False,True,False,True,False,True,False,False,False,True,True,False,False
ed44749a-2ebd-43c6-89de-06c8f17ca94f,0.5728772176130889,-1.5736427034624023,-1.3716174838421038,-1.3060588444674261,No,False,True,False,True,False,False,True,False,False,True,True,False,True
66cf4b44-bc8a-429d-86ef-a24e00621c3e,0.4352868598930164,0.03589411381514891,-0.20121243864034236,-0.09909408004106093,No,False,True,True,False,False,True,False,False,False,False,False,False,False
d7b7c929-ae24-4b3e-86e9-7ff464533350,-1.4909781481879971,-0.9395827451409426,0.9767478454162157,-0.45259835982707375,No,False,False,True,False,False,False,True,False,False,False,False,False,False
01d6c8ff-e38b-4c7e-9863-a3fbcd1bf8fd,1.0544434696333422,0.13344179971075806,-1.3407395511311957,-0.7299929691886724,No,False,True,False,True,True,False,False,True,False,False,False,True,False
746fe7ea-0d00-4fd7-bd93-03a7f36466cb,0.8480579330532336,0.5724063862409993,-0.759643136603574,-0.13968945126359011,No,True,True,True,True,False,False,True,False,False,False,False,False,False
6cb6367c-4d46-4c8e-89f6-ff64f57a80f0,0.985648290773306,0.47485870034539013,-0.43936670688936763,0.03760005854992404,No,True,True,True,False,False,False,False,True,False,True,False,False,False
9bf75152-764f-4fb6-817c-12d71b2086fe,0.09131096559283541,0.5724063862409993,-1.3236581415464381,-0.5818650884276722,No,False,True,True,True,False,True,True,False,False,True,False,True,True
80ec038a-07b5-49a9-9437-33bfad4b4fc6,-1.3533877904679248,0.13344179971075806,0.8391111028005722,0.632660098345641,No,False,False,True,True,False,False,False,True,False,False,False,True,False
3771a567-9c35-4cf3-9006-3a0f31d62b70,-1.2157974327478525,-1.5736427034624023,0.9199193096823103,-1.1484232404594192,Yes,True,False,False,True,False,True,False,False,False,True,False,True,False
9c37124f-6d2b-4fcf-a63e-03ecac1bdd50,-1.2845926116078885,-0.30552278681948314,1.0808787461540654,0.2954099285314271,No,True,True,True,True,True,False,False,False,False,True,False,True,True
a63dcd79-149c-4436-ba72-4a4eee88ae61,-1.0094118961677438,-0.30552278681948314,0.25308735858503956,-0.10457418913138933,No,True,True,True,True,False,False,True,False,False,False,True,False,False
f37934ec-7684-4abc-a2db-5055b47f05fe,0.5040820387530526,-0.6957135304019197,0.0011365672098638249,-0.541269717205143,No,True,True,True,False,False,True,False,False,False,True,False,True,True
9908adeb-3283-406a-a91e-1fdf391d7c0c,0.02251578673279922,1.4503355593014817,-0.8023466605654683,0.2569746779794548,No,False,True,False,False,False,False,False,True,False,False,False,False,False
7bdbbbc2-db21-48e2-a57a-edc262676b91,1.4672145427935595,-1.1834519598799655,0.487299763083736,-0.8151155568936845,No,True,False,False,True,False,True,False,False,True,False,False,False,False
d1265bfc-fa95-471f-b5a1-3eda14936e91,-0.2526649287073456,-0.012879729132655667,-0.20449732509894988,-0.1315597360305595,No,False,True,True,True,False,False,False,True,False,True,True,True,False
53bbdbfd-c8df-489a-aba1-f30d3627d261,-0.1838697498473094,-0.8908089021931381,1.5240099294201825,-0.24536510830446454,No,False,False,True,False,False,True,False,True,False,True,False,False,False
01aa3711-4d9f-411e-81c1-d2aebb8b6187,0.7104675753331612,0.8162756009800222,1.5154692246278036,1.9348883125412568,No,False,True,True,True,True,False,False,True,False,True,False,True,False
46602ebe-d684-4a50-af47-d054a2f8727b,0.5728772176130889,1.6942047740405046,1.3085213777355473,2.5950206574139254,No,True,False,True,False,False,False,False,True,False,False,True,True,False
4c4ebfb1-9c6f-4e05-a228-d7bb2dc226b8,1.1920338273534146,-1.719964232305816,-0.48207023085126194,-1.318907838111254,No,True,True,True,True,True,False,False,False,True,True,False,False,False
e2dfd8ac-506c-4255-8f78-295ee06c0a2d,0.9168531119132698,1.0601448157190452,-0.45611962782826476,0.38922620386129037,No,False,False,True,True,False,False,True,False,False,True,False,True,False
5f42fd82-6050-436c-8d79-bbd4eb99bd71,-0.32146010756738175,-1.476095017566793,1.136064838658667,-1.0261050773655866,Yes,False,True,True,True,False,False,True,False,False,False,True,True,False
21455459-c5fa-4231-9a0c-83436e7c1307,0.02251578673279922,1.6454309310927,0.7300528723748114,2.101153758242965,No,False,True,True,False,False,False,False,True,False,True,True,True,False
2d12d1b5-6dc6-43c7-b302-1b0de9e7c5c4,0.02251578673279922,0.377311014449781,0.6489161768472125,0.7484712969564916,No,True,True,True,True,False,False,False,True,False,True,False,False,True
2457ae2b-6c09-4d9e-ac70-80b7d1d103dd,-1.766158863628142,-0.5981658445063106,-0.7465035907691451,-0.7456032993547144,No,False,True,False,True,False,False,False,True,False,True,False,False,False
9ee9c900-3788-492c-a5e8-596eb07dfe4d,0.5728772176130889,-0.8420350592453335,1.0723380413616863,-0.3143506369114517,No,True,True,True,True,False,False,False,True,False,True,True,False,True
6f922e4c-96e3-4ea1-8645-16e230d82e71,0.7104675753331612,-0.8908089021931381,0.23830536952130688,-0.6161556739491925,No,False,False,True,False,False,False,False,True,False,False,True,False,False
ef436935-fdbb-4267-80e3-2316050580ba,1.3984193639335232,-0.30552278681948314,-0.19694208624415308,-0.3267154655773964,No,False,True,False,False,False,False,False,True,False,True,True,True,True
ef3e00c5-d8b8-43c1-97a0-eafe19466010,0.02251578673279922,0.2797633285541718,1.1777828966829793,1.022306495656508,No,False,True,True,False,False,False,False,False,True,True,True,True,False
07cd1780-5828-4744-8f8c-5219955af1da,-1.6285685059080695,-0.1592012579760694,-0.3700556026127548,-0.30981225530557793,No,True,False,False,False,True,False,False,False,True,False,True,True,True
edd93deb-9430-434a-aaf5-6201bb8e160a,-1.766158863628142,-1.1834519598799655,0.48302941068754673,-0.8022399607785442,No,True,False,True,True,True,False,False,False,True,False,False,False,True
4df5254a-c564-4065-b52c-fbe3cb078c93,-1.4909781481879971,-0.4518443156628969,-0.13452924353061524,-0.40978434249710105,No,False,True,True,True,False,False,False,True,False,True,False,False,False
