CustomerID,Age,Tenure,MonthlyCharges,TotalCharges,Churn,Gender_Male,Service_Internet_Fiber optic,Service_Phone_Yes,Service_TV_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card,PaymentMethod_Electronic check,PaymentMethod_Mailed check,StreamingMovies_Yes,StreamingMusic_Yes,OnlineSecurity_Yes,TechSupport_Yes,TotalServices,MonthlyChargesPerService,TenurePerService
fbd12edb-2f9c-4ad3-94ec-da1d1332e2ce,-0.18386974984730936,-1.2322258028277706,-0.3539596589655787,-1.0096221861405017,No,True,False,True,True,False,True,True,False,False,True,False,True,False,2,-0.2867693540385308,-1.0034545569703461
2c38d77b-aa10-4a11-b50a-bd7b8ca51475,1.1920338273534146,-0.5006181586107017,-0.7419047497270942,-0.6946595667917108,No,True,True,True,True,True,False,False,False,False,False,False,True,False,3,-0.4023403229641544,-0.27300645455661793
70f91934-fdda-4b1e-878b-b0ac212bceaf,0.22890132331290783,0.27976332855417174,-0.8923525495313059,-0.3881352513431729,No,True,True,True,True,False,True,False,False,False,False,True,True,True,3,-0.48475862202775666,0.14995079597006186
baa44ba7-05bc-4df9-b643-cc4bd7bdc496,0.7792627541931973,-0.45184431566289707,0.5713928564240823,-0.10289291294445356,No,True,True,True,True,False,False,False,False,True,True,False,True,False,3,0.3171102439709583,-0.24657162639870048
cf0f3b20-e221-4964-abad-9a1a515c1770,-1.6973636847681055,-1.2322258028277706,1.27764344502464,-0.7314295026395351,Yes,True,True,False,True,False,False,True,False,False,False,False,False,True,2,1.0539676266893476,-1.0034545569703461
ef5fcbe6-84ef-4e7a-91d9-6339c0c71fad,-0.39025528642741786,0.08466795676295338,0.814802943006879,0.564871680947706,No,False,False,True,False,False,False,False,True,False,False,True,False,False,1,1.343185672001544,0.1359894836860725
b83a5822-4ce7-4ce4-8e23-66cda0ddfa9f,0.43528685989301646,0.32853717150197637,1.077265371049598,1.0038816240256279,No,False,True,True,False,False,False,False,False,False,True,True,False,False,2,0.8893109811801861,0.26541719460969326
5757e8b5-2194-4523-9651-4a928ae49f4b,-1.0094118961677438,-0.8420350592453337,0.9018524341599712,-0.37489786161818567,No,False,True,False,True,True,False,False,True,False,False,True,False,True,2,0.7451689341279034,-0.6862366190753363
6d81c585-d94f-426d-82da-f012e2aa5837,-0.32146010756738164,1.3527878734058725,1.5512744870266233,2.5950206574139254,No,False,False,False,True,False,False,True,False,False,False,True,False,False,1,2.5535469809574143,2.1979060800036363
6491c629-a086-4dce-b96d-51d0ef9e672e,1.1920338273534146,-1.4760950175667935,0.8243291137368403,-1.049164099499065,Yes,False,True,True,True,False,True,False,True,False,True,False,False,False,3,0.455673759863914,-0.8017030177149678
41347538-6a05-4424-a07e-6841409bb249,-0.11507457098727306,0.47485870034539,-0.9744747109964872,-0.3529242203142479,No,False,False,False,True,False,False,True,False,False,True,True,True,False,1,-1.597420059435844,0.7704253594760921
96fc0d97-77b2-4e53-9d7d-e79d0e629b83,0.022515786732799237,0.27976332855417174,0.935358276037765,0.8575946342794368,No,True,True,True,False,False,False,False,False,True,True,True,True,True,2,0.7727016846884517,0.225764952372817
b2718b43-0ef8-4955-af40-9951cb4bba8f,0.022515786732799237,1.401561716353677,-0.6068959162783364,0.450108619706559,No,True,True,False,False,False,False,False,True,False,True,True,False,False,1,-0.9933191206661657,2.2772105644773886
b8f92096-6c62-4737-9eaa-eb2ec85c341a,1.0544434696333422,1.1089186586668496,1.6061320908853645,2.3880826933228825,No,False,False,True,False,False,False,False,False,True,True,True,True,False,1,2.643703242596857,1.8013836576348738
503651fc-b5e5-42fd-a046-877d897dfb69,0.09131096559283544,0.7675017580322177,-0.42754111563838076,0.23237803300412693,No,False,True,True,True,False,False,False,False,False,True,True,True,True,3,-0.23012566749719515,0.4142990775492368
3476d401-cf6b-4ac1-9a2d-4227593dbd62,-0.734231180727599,0.5236325432931948,3.327905328164353,-0.12513789945577647,No,True,True,False,True,False,False,False,False,False,False,True,False,True,2,2.738729024960549,0.4240261635571982
46a35781-1cb4-429b-b553-b85916fce652,-0.8030263595876351,-1.4273211746189889,-0.8792130036968769,-1.1996755616896448,No,True,True,True,False,True,False,False,True,False,False,True,True,False,2,-0.7183857084141856,-1.1620635259178511
879b0673-f23d-461b-9cfc-053ad9c351e8,1.3984193639335232,-1.2322258028277706,0.4981398883971405,-0.86051533443521,Yes,True,True,False,False,False,False,False,False,True,True,False,False,False,1,0.8227627006217674,-2.005231597105244
bf5a87cb-7b7d-459d-a372-7936530e2b1d,1.673600079373668,1.2064663445624588,-1.306248243315819,-0.3473057783730958,No,False,True,True,False,False,False,False,True,False,True,True,True,False,2,-1.0692933135976446,0.9791575548734655
973180ed-fff5-47ed-aaef-c22623ac0f1b,1.1920338273534146,1.547883245197091,1.4675098823321386,2.5950206574139254,No,False,True,False,True,True,False,True,False,False,False,False,False,False,2,1.2099865465324549,1.256723250531599
58b307bd-9204-4e16-8f66-e29ef2a72260,1.742395258233704,-0.5493920015585063,-0.6982157598276179,-0.6938561721580802,No,False,True,False,True,False,False,False,True,False,False,True,True,True,2,-0.5696548696018118,-0.448323165654079
3eec98ad-f31e-4ab4-bcf7-a04bb6b12090,0.022515786732799237,-1.183451959879966,-0.6946023847231498,-1.0541281206459352,No,True,False,True,True,False,False,False,False,False,True,True,False,False,2,-0.5666856514041055,-0.9638023147334699
adc22f7f-8ded-4752-bdb5-17962b0b00ce,0.7104675753331612,-0.5006181586107017,-1.5135245788539362,-1.0236416885220698,No,True,True,False,True,False,False,False,True,False,True,True,True,False,2,-1.2396184665751546,-0.40867092341720274
51659a9b-e55d-496a-90c5-27dfbc394cf1,1.673600079373668,-1.183451959879966,-0.8568757757783477,-1.0737926674399676,No,False,True,True,True,False,False,False,True,False,False,True,False,False,3,-0.4653237392791343,-0.6430940487674628
99e16c7b-c995-4fab-ac08-3575571f87bc,-1.3533877904679248,0.32853717150197637,-0.2885904184392944,0.05593448177834293,No,False,True,False,False,True,False,True,False,False,True,True,False,True,1,-0.4701968600157473,0.5325119060548349
8282b377-1276-4472-ba8e-a352ee13aae0,-0.39025528642741786,0.718727915084413,-0.4508638094944923,2.5950206574139254,No,True,True,True,True,False,False,False,True,False,True,True,True,False,3,-0.24290230337823396,0.3878642493913193
620e28f8-00ec-4b30-9d25-ea297cb702ed,-1.2157974327478525,0.03589411381514878,-0.7681838413959522,-0.4308056153280593,No,True,True,False,True,False,True,False,True,False,True,True,True,False,2,-0.6271497310664863,0.027503741188435814
a0278ed3-8bfe-4532-bd5c-6389c9bec207,0.8480579330532336,0.47485870034539,-1.5312629657304153,-0.7584682544813296,No,True,True,True,False,False,True,False,True,False,True,False,True,False,2,-1.2541946286366215,0.3843739213203219
33301cf8-3182-42c4-a255-5e6c5f3bbc61,-0.5966408230075265,0.8162756009800222,-0.6775209751383922,0.052215456288887234,No,True,True,True,True,False,False,False,False,True,True,True,False,False,3,-0.36706960982776565,0.4407339057071542
f813f953-0f1a-4630-b405-5fe40e484474,-1.5597733270480334,-1.1346781169321614,0.8916692861382887,-0.680852884180641,No,False,True,True,False,False,True,False,False,False,True,False,False,True,2,0.7368011373889133,-0.9241500724965936
75677f11-7b36-4142-955c-a956d7a8cc8d,-0.11507457098727306,0.8650494439278268,-0.22354966655887087,0.4711671359973546,No,True,True,True,True,False,False,False,True,False,False,False,True,False,3,-0.11837509169261665,0.4671687338650718
e4add2cd-866c-44af-9a9c-1cd3c6187d4e,-0.8718215384476714,1.0113709727712406,-0.7097128624327432,0.12901147047315764,No,True,True,False,True,False,False,False,False,False,False,False,False,False,2,-0.5791023820490587,0.8205485859259605
a40f7aff-c09e-43ba-9e32-941210fb4df5,1.6048049005136318,-1.5736427034624028,-0.6637244520122418,-1.2533540283035498,No,True,True,True,False,False,False,False,True,False,False,True,False,False,2,-0.5413123322600709,-1.28102025262848
3e48da8d-ac6d-473d-a1fe-900b7196f861,-1.2157974327478525,0.6211802291888039,0.15618320805612643,0.6119846576417421,No,False,True,True,False,False,False,True,False,False,True,False,True,True,2,0.13243026969217078,0.5033306480309506
f5c64c1f-a0c4-4b04-ad56-2068775cf28e,-0.04627939212723686,-1.4273211746189889,-0.67193666815876,-1.1678643264944284,No,False,False,True,True,True,False,True,False,False,True,True,False,True,2,-0.5480605554366759,-1.1620635259178511
e1aba49f-ebaf-4f34-9d2e-9765178d747c,0.022515786732799237,-1.2322258028277706,0.40714853349371993,-0.8723215112035969,Yes,True,True,True,False,False,False,True,False,False,False,True,False,True,2,0.33865596996921915,-1.0034545569703461
84cd4ba7-d687-484b-a365-329169802a5a,-0.45905046528745413,0.8650494439278268,1.5854373061961389,2.0571692321752524,No,True,True,True,True,False,True,True,False,False,False,True,False,False,3,0.8726239758690808,0.4671687338650718
7ca49fa4-1846-4f56-a5a1-e8c67b77229c,0.09131096559283544,0.42608485739758545,-1.5296205225011112,-0.7921682651397175,No,True,False,False,True,True,False,False,True,False,True,False,True,True,1,-2.5097798329128373,0.6911208750023397
4e3c646d-e891-41b1-88f8-38e9dcc81da9,1.3984193639335232,-0.6469396874541155,-1.110797499028688,-0.9186576957353146,No,False,False,False,True,False,False,False,True,False,True,True,True,False,1,-1.8214610688991295,-1.0535777834202145
91468da0-391d-4369-897e-06543db0ba69,-1.3533877904679248,-0.40307047271509244,-1.0766346798591726,-0.7955254970193264,No,False,True,True,True,True,False,False,False,False,True,False,True,False,3,-0.5857120407497672,-0.22013679824078294
88298517-dcdf-4ef8-8854-27e8eeaae6ec,0.022515786732799237,1.0113709727712406,-0.19628510895243098,0.6063821771833773,No,False,True,True,False,False,True,False,True,False,True,True,False,True,2,-0.15720346904771518,0.8205485859259605
1ac28457-bc7d-469a-be10-335f0fa3c8af,-1.2845926116078883,-0.5006181586107017,-1.5289635452093902,-1.019699202273591,No,True,True,True,False,False,False,False,True,False,True,False,False,True,2,-1.2523051261471718,-0.40867092341720274
027e85cc-3f3f-42e5-b009-9c0d53c4c193,1.3984193639335232,-0.5493920015585063,-0.09642456061077058,-0.46429812671021137,No,False,False,True,False,False,False,False,True,False,False,False,True,False,1,-0.154380015350634,-0.8949688144727096
8211749c-1420-4003-ab84-d9b69e678eed,0.5728772176130889,0.8650494439278268,1.3863731868045397,1.8746549969960082,No,True,False,True,False,False,False,False,False,True,True,False,True,True,1,2.282538338184958,1.404861235266112
201ff65e-254c-4306-b048-b8b11ade1875,-0.8718215384476714,-0.3542966297672879,-1.6268531616758863,-1.0292707714517468,No,True,True,False,True,False,False,False,False,True,False,True,True,False,2,-1.3327439464123036,-0.289714196706574
638c1901-a0b8-4572-9a4b-04d2d2b74f27,-0.6654360018675628,-0.012879729132655726,-0.4663027758499463,-0.2830608101539558,No,True,True,True,False,False,False,False,True,False,False,False,False,True,2,-0.37908504709448687,-0.012148501048440351
e5eeaa3f-2f42-4352-8824-436a047d8acf,0.641672396473125,-1.0859042739843567,0.8345122617585228,-0.6533672108208003,No,False,False,False,False,False,False,False,True,False,True,False,True,False,0,0.004089864910237158,-0.001677516835448379
1fed8d93-e286-4ef2-854f-45be9b4f885f,1.6048049005136318,-0.06165357208046033,-1.1574428867409108,-0.7032096010714756,No,True,True,True,False,True,False,False,False,False,False,True,False,True,2,-0.9470155096375624,-0.0518007432853166
9fe25f05-f566-4112-bbee-65854cee0df7,0.9168531119132698,-0.30552278681948325,-1.4100506554078078,-0.9203496129107751,No,False,True,True,False,True,False,False,True,False,False,True,False,False,2,-1.1545908545499317,-0.25006195446969776
6257a2d6-2fb4-4a72-a2ed-27005061f983,-1.5597733270480334,-0.9395827451409429,0.40714853349371993,-0.6022532224413983,No,False,False,True,False,False,False,True,False,False,True,False,False,False,1,0.6732220750282011,-1.5294046902627292
96cdf9b9-b0ae-4ae8-b190-36ac60a6895d,-1.6973636847681055,1.4991094022492863,-1.6321089800096578,-0.6075205117612285,No,True,False,True,True,False,False,False,True,False,True,True,False,False,2,-1.3370628092453305,1.217071008294723
eb096f7d-0a56-4a48-afc6-43eebcb26715,-1.4221829693279608,-0.30552278681948325,0.9688641179155592,0.23437853884681004,No,True,False,True,False,False,False,False,False,False,False,False,True,True,1,1.5963790055877636,-0.4984463921039471
13641684-9e1b-4303-a72f-b389cbce798f,1.0544434696333422,0.42608485739758545,-1.4451989405149055,-0.7142655881488563,No,False,True,False,False,False,False,False,False,True,False,True,False,False,1,-2.3710363644018395,0.6911208750023397
eec5ba6b-134c-4ad9-aebe-68462a4290f8,-1.5597733270480334,0.718727915084413,0.05763661429790913,0.6055681415612219,No,True,True,True,False,False,False,False,True,False,False,False,False,True,2,0.05145159157291102,0.5826351325047031
98634576-8797-4455-bacf-6bc669f301ac,0.16010614445287163,0.5236325432931948,0.7661866234194922,0.9957678702753843,No,False,True,False,True,False,True,False,False,True,True,True,False,False,2,0.6336882872503893,0.4240261635571982
83f91e31-8b22-494a-a7d7-cb58c4da64f2,-0.5966408230075265,0.8162756009800222,-0.8700153216127766,-0.10728232071097867,No,True,True,True,True,False,False,False,False,True,True,True,True,False,3,-0.4725218440008463,0.4407339057071542
b779d796-3a0f-4681-aa0c-64c2eabfd21d,-0.04627939212723686,1.3527878734058725,-1.3249720961298803,-0.3286680869717172,No,False,True,True,False,False,False,True,False,False,True,True,True,True,2,-1.084679262440304,1.098114281584094
741e18d4-4d99-4a28-9b62-15ce5a034d2e,1.1920338273534146,0.08466795676295338,-1.0881317824642978,-0.5983000952043945,No,False,True,True,True,False,False,False,False,False,True,False,False,True,3,-0.5920103823812651,0.044211483338391915
9d4e2935-ab03-4651-bdfb-95c96cae35e3,0.5040820387530526,1.3527878734058725,1.142634611575882,2.228489147426292,No,False,True,True,False,False,True,False,True,False,False,True,False,True,2,0.9430268376659616,1.098114281584094
d0600be2-a69e-4b21-a1c4-77bb1cd771e5,-1.1470022538878162,-1.4273211746189889,0.6535150178892635,-1.0184222836506018,Yes,False,False,True,True,True,False,False,True,False,False,False,False,True,2,0.5411026652673687,-1.1620635259178511
2f03382b-77d0-4119-b9d0-fbb26b1d0c1a,0.641672396473125,-0.69571353040192,-1.0142218371456349,-0.89426322954196,No,True,True,True,True,False,False,False,True,False,False,False,False,False,3,-0.5515210433216353,-0.3787457671882879
5abb4990-80eb-4b3f-b619-6c435a99df09,-0.8718215384476714,0.23098948560636712,0.6873493484129181,0.6427690374443049,No,True,True,True,True,False,False,False,True,False,False,True,False,True,3,0.3806335181400666,0.12351596781214434
281e90c9-68b6-4c49-a198-95f061a33e8a,0.2976965021729441,-1.2809996457755752,0.6627126999733638,-0.8691877400830113,Yes,False,True,True,True,False,False,False,False,True,False,True,True,False,3,0.3671370717868566,-0.6959637050832977
e4a8f175-f9fb-4ef0-a160-3c39397b86bc,1.4672145427935597,1.0113709727712406,1.6123733751567182,2.2744316153825883,No,False,True,True,True,False,False,True,False,False,False,True,False,True,3,0.8873800905485904,0.5464732183388242
387a18dd-9ce0-4b6c-b609-05a7b60a8380,-0.8030263595876351,-1.4273211746189889,-0.37859630740513306,-1.140884100089521,No,True,False,True,True,False,True,False,False,True,False,True,False,False,2,-0.3070140235683458,-1.1620635259178511
cd9d67eb-7849-4f86-8659-60d6938226f6,-1.2845926116078883,0.6699540721366085,1.176140453453676,1.4717658894658907,No,True,True,True,True,True,False,False,False,False,True,True,False,True,3,0.6484030137877522,0.3614294212334018
a8656a22-0901-4064-9e4b-b6dd9763223f,-0.8718215384476714,0.7675017580322177,-0.19858452947345587,0.411912791396397,No,True,True,False,True,True,False,False,False,False,False,False,False,True,2,-0.15909297153716442,0.6222873747415794
cc73d943-473d-4cb9-bb27-e392ddca8697,-0.2526649287073455,-0.15920125797606954,1.2842132179418542,0.562961623507485,No,True,True,True,True,False,False,True,False,False,True,False,True,False,3,0.7076074251238333,-0.08796265745119553
f2c1166b-e5b8-4fc4-84fc-20680cc14d08,0.9168531119132698,-1.7199642323058164,-1.3640622449873065,-1.3402430201036972,No,True,True,False,True,False,False,False,True,False,True,True,True,False,2,-1.116800804760944,-1.3999769793391086
a9a05c49-232f-45fc-8a1b-2331b55c8aaa,-0.39025528642741786,0.8162756009800222,-1.08911724840188,-0.2972665298347097,No,True,True,True,True,False,True,False,False,False,True,False,False,False,3,-0.5925502402353936,0.4407339057071542
aefbb0c0-b0d9-4766-8e40-fec29a4f0516,-0.734231180727599,1.1576925016146542,1.1271956452204284,1.9872792195436477,No,False,True,False,False,False,False,True,False,False,True,False,True,False,1,1.8565904912776519,1.8806881421086266
3b24b245-2289-45ab-92ea-c9b30af15fcc,1.2608290062134508,-0.11042741502826493,1.026349630941186,0.4840374116182325,No,True,True,True,True,False,True,False,True,False,False,False,False,False,3,0.5663446199602359,-0.061527829293278026
fd331740-fac6-4e84-88f2-06742c9c0030,-0.5966408230075265,-1.5736427034624028,-0.6617535201370774,-1.2541680639257056,No,True,True,False,True,False,False,False,True,False,True,False,False,False,2,-0.5396927586976856,-1.28102025262848
3a46e4ed-ce41-42b3-af5f-c4627e92bdc7,0.022515786732799237,-0.9395827451409429,0.2954623939010739,-0.6363575906637327,No,False,True,True,False,False,False,True,False,False,False,False,True,True,2,0.24688013476739162,-0.7655411035490888
b715a4ba-26ca-4861-9368-1524a72e077e,-0.18386974984730936,-1.5736427034624028,-0.40783179688673726,-1.2249585504248295,No,True,True,False,True,True,False,False,False,False,True,True,False,True,2,-0.3310376980770593,-1.28102025262848
ecee093d-dd91-4594-9e9c-0f678c8d6a13,-0.04627939212723686,0.32853717150197637,-1.6311235140720752,-0.8758277169225547,No,True,True,True,False,False,False,False,True,False,True,False,True,False,2,-1.3362530224641378,0.26541719460969326
208ce1fb-eb53-4771-81cc-26afa5d0e012,-0.11507457098727306,-1.5736427034624028,-1.579222308026081,-1.3161677835660899,No,True,True,True,False,False,False,False,False,True,True,False,False,False,2,-1.2936042519879944,-1.28102025262848
e2020c38-7079-4e0d-b9af-a2d4ec6c62d3,1.2608290062134508,-1.7199642323058164,-1.4865885098933564,-1.3476065841629343,No,True,False,True,True,False,False,False,False,True,False,True,True,False,2,-1.21748429455589,-1.3999769793391086
27dc3c79-dde8-484b-9e93-d93e17995c8d,0.985648290773306,1.6942047740405046,0.28659320046283404,1.646490921044902,No,True,False,True,True,True,False,False,False,True,False,True,False,True,2,0.23959205373665796,1.3756799772422277
b7deaab8-8d3b-4913-87c4-53e33ac53d50,0.16010614445287163,0.6699540721366085,-0.7478175453525872,-0.09342775365154676,No,False,True,True,True,False,False,False,True,False,True,True,False,False,3,-0.4055794700889248,0.3614294212334018
c9e5916a-6ec4-440e-af82-84448615e022,-0.8030263595876351,1.2064663445624588,-1.1922626832021477,-0.24786574060781816,No,True,True,True,True,False,False,False,True,False,True,True,False,False,3,-0.6490553623008327,0.6522125309704941
4b5267df-ec39-4a15-b86e-ece720967f47,1.2608290062134508,-0.06165357208046033,1.4264488015995482,0.7679815494169128,No,False,True,True,True,True,False,False,False,False,False,True,False,False,3,0.7855269087363657,-0.03509300113536053
a98e626c-377a-4344-a65f-fd908b8717de,-1.766158863628142,-1.3785473316711843,-1.2665011171666714,-1.2170788984221341,No,False,True,False,True,False,False,False,False,False,True,False,False,True,2,-1.0366319134228767,-1.1224112836809748
83e61b84-e4bd-4ab0-a280-6d639f282e89,-0.11507457098727306,-0.5981658445063108,0.5490556285055533,-0.24145454502156027,No,True,False,True,False,False,True,True,False,False,True,False,False,False,1,0.90644066801167,-0.974273298946462
55909f8c-ffc4-448b-a567-b0efb4fbca5b,-1.3533877904679248,-0.012879729132655726,1.2723876266908685,0.7318553933748458,No,False,True,False,True,False,False,False,True,False,True,True,False,False,2,1.0496487638563206,-0.012148501048440351
f1e829c9-eb31-4196-b279-86c0035ce076,-1.2157974327478525,0.6699540721366085,-1.1268934426758634,-0.390066590760444,No,True,True,True,True,True,False,True,False,False,True,True,False,False,3,-0.6132447913103156,0.3614294212334018
def5d28f-f593-437e-b61c-0b86ca5393f9,0.022515786732799237,0.32853717150197637,-0.9596927219327545,-0.4097630605200512,No,False,True,True,False,False,False,False,True,False,True,False,False,False,2,-0.7845182955449144,0.26541719460969326
067a8b44-349b-475e-b9c9-26c556215977,-1.766158863628142,-0.45184431566289707,3.327905328164353,-0.24726452475616076,No,False,True,False,True,True,False,False,False,True,True,True,True,False,2,2.738729024960549,-0.3690186811803265
e655eb25-b06b-4063-9390-9af6809e42d2,1.1920338273534146,-0.20797510092387414,0.005078430960193327,-0.15514548709602086,No,True,True,False,True,True,False,True,False,False,False,True,False,True,2,0.008262963242639218,-0.17075746999594535
0b264f5f-8236-4b4e-89cf-1264f1c43cd6,-1.2845926116078883,-0.8908089021931384,0.04646800033864433,-0.669945870942609,No,True,False,False,True,False,True,False,False,True,False,False,True,False,1,0.08045815119521905,-1.450100205788977
67ead613-3ad2-4f5a-bc3c-cefcf4282e9f,-0.18386974984730936,-0.40307047271509244,0.15716867399370862,-0.24124172525106205,No,True,True,True,True,False,False,False,True,False,False,True,True,False,3,0.090189992618988,-0.22013679824078294
2915331f-7afd-41ed-80f9-7a2a1fdc5c30,-1.07820707502778,-0.3542966297672879,1.4553558024352917,0.4267037654460211,No,True,False,True,False,False,False,False,True,False,False,True,True,True,1,2.3959084875519214,-0.5777508765776996
dab3fe5c-a24a-4153-814f-9ebf6130ba82,1.673600079373668,-0.9883565880887474,-1.4882309531226605,-1.1438316539109208,No,True,True,True,True,True,False,False,False,True,False,True,True,True,3,-0.8111926711573952,-0.5373547361357928
dd452761-8b48-4fe6-a3c5-85bc036e7f28,-0.6654360018675628,0.5236325432931948,0.8328698185292193,1.0438066129710875,No,False,True,True,True,False,False,False,False,False,False,False,False,False,3,0.4603525279330269,0.28212493675964934
8dc63270-6327-4a01-80b1-bddd40c408dd,-1.2845926116078883,1.1089186586668496,-0.9012217429695456,-0.004224346847231667,No,False,True,True,True,False,False,True,False,False,False,False,True,False,3,-0.48961734271491225,0.5993428746546591
b4aff24a-3e7b-4f55-8719-780c1269c2de,0.5728772176130889,-0.2567489438716787,-0.4373957750142027,-0.4099918417733366,No,False,True,False,True,False,True,False,False,False,True,True,False,False,2,-0.3553313015128374,-0.2104097122328215
ed44749a-2ebd-43c6-89de-06c8f17ca94f,0.5728772176130889,-1.5736427034624028,-1.3716174838421031,-1.3060588444674257,No,False,True,False,True,False,False,True,False,False,True,True,False,True,2,-1.1230091700834204,-1.28102025262848
66cf4b44-bc8a-429d-86ef-a24e00621c3e,0.43528685989301646,0.03589411381514878,-0.20121243864034158,-0.09909408004106077,No,False,True,True,False,False,True,False,False,False,False,False,False,False,2,-0.16125240295367793,0.027503741188435814
d7b7c929-ae24-4b3e-86e9-7ff464533350,-1.4909781481879971,-0.9395827451409429,0.9767478454162164,-0.4525983598270736,No,False,False,True,False,False,False,True,False,False,False,False,False,False,1,1.6093355940868448,-1.5294046902627292
01d6c8ff-e38b-4c7e-9863-a3fbcd1bf8fd,1.0544434696333422,0.13344179971075792,-1.340739551131195,-0.7299929691886723,No,False,True,False,True,True,False,False,True,False,False,False,True,False,2,-1.0976358509393858,0.10680822566218823
